0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83
0.0,0.0,0.0,0.0,0.4949883605069666,-0.22758712133917947,-0.14075932808903022,0.0,1.1348394897558307,-0.23226400640453707,-0.3364816435327339,0.0,1.4692401305468819,-0.09011895680031187,-0.46685108855017415,0.0,1.5234479454748893,-0.008425898705919648,-0.5394697759399493,0.0,1.8292394602694368,0.2773368757593368,-0.9008046333748991,0.0,2.5043845052480536,1.0397680354972432,-1.3615032889890244,0.0,2.2183233377828757,0.9603372141348183,-1.303189639473475,0.0,2.0774826946121228,0.8427256292173395,-1.280835961956216,0.0,2.4853853490688302,1.5054490821004691,-1.9487771629816222,0.0,3.7636173025432984,3.0756474710239745,-2.714717729104428,0.0,2.570415440089004,2.1541832625744806,-1.7277944553762785,0.0,2.3286966798431767,1.958806572971363,-1.5798098287047606,0.0,0.7049144476902568,1.3846308242178182,-1.2247153805464184,0.0,1.2663056245608224,2.1939565565878283,-1.5583579793651412,0.0,1.1908178428447245,2.046553664603126,-1.2208469082534001,0.0,1.162378133055642,1.9689686317143997,-1.0873208993520918,0.0,-0.0250885380160071,1.0098599010073588,-0.7342921097339434,0.0,0.1448515808480389,1.3450881881614083,-0.8865357725697864,0.0,0.21633107634960314,1.4309404739373837,-0.8339187764887009,0.0,0.28038145076802595,1.4857651113718184,-0.8154503316301955,0.0
0.0,0.0,0.0,0.0,-0.16224665793460802,-0.5412386659996086,-0.12915022441884846,0.0,-0.6585284347638684,-1.1894979988924914,-0.2634837666919047,0.0,-0.8847317827725382,-1.3649733859959803,-0.30579521799806275,0.0,-0.7992969574102419,-1.2999229279701578,-0.3023147385292585,0.0,-1.4990831345490583,-1.4550391646531504,-0.6446431803204405,0.0,-2.9430636446568768,-1.9410354030496721,-1.1828573083463283,0.0,-2.5882449554592575,-1.363016231291427,-1.0155309859111405,0.0,-2.228025890846227,-0.9884383638779398,-0.8507472423765382,0.0,-2.177282907370018,-1.0558460392827522,-1.0041046879892903,0.0,-8.405162798169453,-2.816526230718248,-3.436237884296402,0.0,-3.154701538261189,-0.830361133189518,-1.2149926777475488,0.0,-2.332922158656798,-0.5177492450065987,-0.8685467081309428,0.0,-1.387845144107092,-0.03684605474026529,-0.7293402172474788,0.0,-3.2270738210777288,-0.13596867542035568,-1.4436993888269412,0.0,-2.7651284558382843,-0.10846975276756957,-1.0708418414820973,0.0,-2.309593955949304,-0.10477813171669931,-0.8154268258405322,0.0,-0.83079214428443,0.38436051542007665,-0.5155352760395014,0.0,-1.482937661724304,0.4254096211418529,-0.7880502134841596,0.0,-1.8070760295570762,0.3850093380857675,-0.8313207435182739,0.0,-1.9119385856862985,0.3177713764849748,-0.7866110504138575,0.0
0.0,0.0,0.0,0.0,0.5005343211315431,-0.21499518488652905,-0.14630306742831078,0.0,1.342419354367656,-0.3927103511392952,-0.37868207063541703,0.0,2.008451110275022,-0.26177401775573556,-0.5620531127751683,0.0,2.0341006155372443,-0.15778767858233247,-0.6072399284664091,0.0,1.1034450467778625,-0.4759443065444379,-0.6600054859489813,0.0,2.1700469398717326,-0.27858727594398547,-1.1914655688795404,0.0,2.2722418641523836,0.0323835192661075,-1.1867767778736429,0.0,2.118303941976552,0.23045449732826356,-1.0522576275722495,0.0,1.0680672180289126,-0.07917436688935874,-0.9231948269111019,0.0,5.25329888040191,1.029830119307733,-3.4311643154187434,0.0,2.847952050797153,1.0024302333846198,-1.6130188691114804,0.0,2.05974466264999,0.9513082050954054,-1.0781920111070669,0.0,0.6257270273704337,0.4986948828754848,-0.8986287330537087,0.0,2.8815935276055016,1.937469548252953,-2.435725228399245,0.0,1.9158061441511682,1.469897528149131,-1.3199153135724762,0.0,1.530425651555565,1.2694345062490955,-0.9270443815162877,0.0,0.21454460806691586,0.7565361033760585,-0.6752987168367647,0.0,0.7337117540534339,1.2327725213797514,-1.021142331040447,0.0,0.9597227961786162,1.3565951133594025,-1.003624893289762,0.0,1.0550966998264202,1.352682183915873,-0.9073077101505532,0.0
0.0,0.0,0.0,0.0,-0.1326908883551231,-0.5179682730073002,-0.10648608936110246,0.0,-0.5648094139193424,-1.2424587937079352,-0.28183421321623164,0.0,-0.9699198173510589,-1.578439876234042,-0.40543550706759,0.0,-0.9777499964967835,-1.5293880270026614,-0.4427966695860702,0.0,-0.8096941804172364,-1.4011187028482592,-0.7009516804270871,0.0,-2.3336611310902002,-2.1546076207592693,-1.363114636318839,0.0,-2.2472289055789085,-1.6021262228606268,-1.1206893185443534,0.0,-2.0131074341038886,-1.2083808054072533,-0.8926392746754738,0.0,-1.0238389704685227,-0.9595826880061179,-0.938712907514381,0.0,-6.592409679362914,-3.416616400608451,-3.7313222234087893,0.0,-2.705257457726434,-1.151379046042974,-1.2689149409288927,0.0,-2.0908863932805253,-0.8066698741097441,-0.879984566456978,0.0,-0.8394316299704553,-0.16602065139523167,-0.7761996657765895,0.0,-3.2085465561944755,-0.6057226045063467,-1.8217747179082338,0.0,-2.693273231461884,-0.5337800768485752,-1.244980014531762,0.0,-2.2408763307938706,-0.4848823707122266,-0.9206963461832782,0.0,-0.6258664678019267,0.28277897335435526,-0.5716433754882115,0.0,-1.5203865706103254,0.20921455821775312,-0.9311730492270631,0.0,-1.9640673601519874,0.08218596696343708,-0.9971754480305778,0.0,-2.0876655630226804,-0.04447251217315989,-0.9312822503081843,0.0
0.0,0.0,0.0,0.0,0.4541081315588648,-0.3191814826022918,-0.07496139404918882,0.0,1.4425979539241283,-0.6022858885192078,-0.2335490011754001,0.0,2.221527469189373,-0.5053634367989137,-0.36791805535510574,0.0,2.1106482847101806,-0.370905798467604,-0.38018127829150483,0.0,1.1460106014302867,-0.7765036506904249,-0.46907290410009866,0.0,2.4094612539617852,-0.594619431160442,-0.961972864234587,0.0,2.5677984127886844,-0.13407920364695272,-0.9837387485662228,0.0,2.2688329117913897,0.15787373852474298,-0.8264354501295496,0.0,1.1350036584589385,-0.5361309433653505,-0.7249024809723784,0.0,4.756735972848708,-0.18810942331909986,-2.4132312915141734,0.0,3.063007247650627,0.47558700666536247,-1.3432478922494036,0.0,2.19768533936963,0.6078045880908299,-0.8783882659774248,0.0,0.7357182966383415,0.09092164661975241,-0.8176768544863676,0.0,3.7113165976857654,1.1970708236846046,-2.624997596186991,0.0,2.3894869477069345,1.1163042901335685,-1.3464314689520702,0.0,1.7834729905855304,0.9815234335875195,-0.8521189826026673,0.0,0.2650748387548958,0.5258970421773352,-0.6362161976192032,0.0,0.8531071727462611,0.906732187659495,-1.0216382046994614,0.0,1.1167511194073307,1.083749591621442,-1.0032043412611917,0.0,1.1672719715039723,1.113339412966306,-0.8489023861708302,0.0
0.0,0.0,0.0,0.0,-0.1434351469162724,-0.5044774207952984,-0.048001944364026224,0.0,-0.6296227346207063,-1.3067563259485162,-0.1789542358318961,0.0,-1.047559044657012,-1.7083705567046703,-0.2803936544988097,0.0,-0.9850671011159524,-1.6317697900861998,-0.3160405362065238,0.0,-0.7965381184153776,-1.4609993676260866,-0.5715239232509155,0.0,-2.2820350941199656,-2.3905785127168384,-1.159893881370821,0.0,-2.226767156682908,-1.8553647284870562,-0.9769631110461975,0.0,-2.015595633525,-1.4274944813200992,-0.7891599607338324,0.0,-1.082216388829801,-1.0854824616062038,-0.8224480268081943,0.0,-6.389974508007069,-3.9665168201834056,-3.110735241538162,0.0,-2.7347015260288905,-1.4524144983036773,-1.1212637547277415,0.0,-2.1163937711669885,-1.0293601183109333,-0.7835991616084991,0.0,-0.9577751474083337,-0.28311300007236556,-0.7279743876803975,0.0,-3.584887953848206,-1.0607004526110655,-1.7700175289774138,0.0,-2.748322660912695,-0.8106905932053344,-1.1176983835135534,0.0,-2.221117681369614,-0.649458692710246,-0.8010863546276141,0.0,-0.7416672136428242,0.20746451439238786,-0.548927991538561,0.0,-1.6685035839361182,0.0335029260309574,-0.907060679941286,0.0,-2.0765640082612524,-0.11674139374170857,-0.9541537562801689,0.0,-2.1247966718824554,-0.20748264401540686,-0.8535750969089261,0.0
0.0,0.0,0.0,0.0,0.42859085398719327,-0.28218364070577523,-0.05870938432356857,0.0,1.2994084730102367,-0.551294015129913,-0.2182563911244381,0.0,2.1019263068272656,-0.5294926910802891,-0.3858199818086061,0.0,2.063002472653567,-0.4413241645525509,-0.42590396459225255,0.0,1.1374154412646846,-0.7313431589831151,-0.486323738283805,0.0,2.364857138940525,-0.5898017007083135,-1.012407460442872,0.0,2.5601497916245566,-0.11146852452947655,-1.0695001755715854,0.0,2.2702257831979304,0.1967981677248036,-0.9164015951493126,0.0,1.1841356147273019,-0.46464635978555413,-0.7898094522372355,0.0,4.923297901218288,-0.09073243375462113,-2.6640775385203095,0.0,2.9922102054889965,0.5122137650330226,-1.3841107686514915,0.0,2.1659655762356804,0.6125397306968925,-0.9154697638178179,0.0,0.8075287020596942,0.1851437480818031,-0.9112019611054807,0.0,3.4905610967455023,1.2438991073498809,-2.6109595268231747,0.0,2.3746277997641885,1.1237043945845138,-1.3845397198354445,0.0,1.837919325683205,0.9723606962177168,-0.9066571194297461,0.0,0.3283755617765738,0.6032590202927396,-0.7125284609258916,0.0,0.8958280779021174,0.9635991038271866,-1.0717004992271637,0.0,1.206452776189843,1.126979380184847,-1.0574753794571776,0.0,1.3008130698522635,1.138030411636108,-0.915424861510027,0.0
0.0,0.0,0.0,0.0,-0.12574836656693014,-0.5313503696314744,-0.035384276629803785,0.0,-0.5477326842944238,-1.2685883717668693,-0.15301557704047647,0.0,-0.9248503549142973,-1.6642834506620805,-0.2555557375520484,0.0,-0.9356934592817784,-1.6479702985893825,-0.3137291057343564,0.0,-0.8227275468534423,-1.475145076355605,-0.5896860409350863,0.0,-2.4460481164340955,-2.447785890986855,-1.1716004980946202,0.0,-2.195655482092782,-1.782607344744411,-0.9035179615144439,0.0,-1.9626291468028325,-1.3805492391039118,-0.7204959825574629,0.0,-1.0988270956643829,-1.079097208329044,-0.838792995094021,0.0,-5.843715094765344,-3.6626212134508904,-2.7943612672532643,0.0,-2.66069795318306,-1.4135504197939823,-1.0618756025343725,0.0,-2.1084392392525886,-1.0131037799490907,-0.760137275772298,0.0,-0.9411306571009653,-0.27690094960443745,-0.7283070384243728,0.0,-3.8038069350104395,-1.2474821338664652,-1.8551583068650808,0.0,-2.7622697018223716,-0.875395802325719,-1.1058530488126836,0.0,-2.238824012033746,-0.689709737238787,-0.7995217680697445,0.0,-0.7224368381291616,0.196220138034368,-0.5532887997815817,0.0,-1.6579105495315614,0.0060459901263774955,-0.9201340636708817,0.0,-2.0900638779752185,-0.14974249748388302,-0.9738845225755476,0.0,-2.166374825120064,-0.2459318208950447,-0.881757165065683,0.0
0.0,0.0,0.0,0.0,0.4188936527094067,-0.30159699475097523,-0.08136581370795189,0.0,1.347906563151175,-0.602445720151418,-0.2620366505318655,0.0,2.1749076505554785,-0.5911665160319989,-0.4312841159377921,0.0,2.019728867117127,-0.525655358651051,-0.4321286469085412,0.0,1.097377999478552,-0.789487294501986,-0.5089240893383152,0.0,2.375779113210457,-0.6686342647481016,-1.0557639409068083,0.0,2.55757029344589,-0.20112867938426365,-1.0967996258130037,0.0,2.277026218426899,0.12032061022281648,-0.9346183398870114,0.0,1.123567227472019,-0.5322537585710752,-0.7868787419131842,0.0,4.928223767615542,-0.231040371243493,-2.715479288723917,0.0,2.9682228917887943,0.394568109839753,-1.4101684790582067,0.0,2.1834215932198227,0.5243777459363351,-0.9468477113547672,0.0,0.7856358808224357,0.10676869665120044,-0.8953442819836539,0.0,3.4936605300305756,1.125257687587726,-2.5845881308900758,0.0,2.3579489817236996,1.0407554904224119,-1.3789297798404538,0.0,1.8391357598065974,0.9232148404229988,-0.9144076691633588,0.0,0.3451899281985631,0.5525971243549822,-0.7086606253466669,0.0,0.9785522121477852,0.9251487388667212,-1.10317309871341,0.0,1.281539234733763,1.0783613475976195,-1.0903064937580003,0.0,1.3505583723278016,1.0905596272073426,-0.9412178511625453,0.0
0.0,0.0,0.0,0.0,-0.12990038447222527,-0.5391594830912458,-0.04223759017008197,0.0,-0.5110379995095504,-1.2409519102996536,-0.15975057603520185,0.0,-0.8824155324874027,-1.618045708784283,-0.25989668147171363,0.0,-0.9281767490558585,-1.628173119010813,-0.3214882823716305,0.0,-0.8722868096567549,-1.472782975995904,-0.6339607055799027,0.0,-2.6415064228330416,-2.51330512262506,-1.3063994076158685,0.0,-2.262058587402998,-1.781414056516155,-0.9642192038729739,0.0,-1.9651837880645397,-1.3689331412866124,-0.7471903545836741,0.0,-1.1957443071228262,-1.064428724648981,-0.8925979352340774,0.0,-6.1452658850378095,-3.6133794780620585,-3.0329666603282637,0.0,-2.7192681408106383,-1.397661750068154,-1.1340813423057567,0.0,-2.134066134396556,-1.0115348399532489,-0.8088675759118976,0.0,-1.0221433953697825,-0.2614373292424846,-0.756597802351016,0.0,-3.493721246672219,-0.9843170437722588,-1.7216704625693173,0.0,-2.7606694897272717,-0.8138150275410228,-1.1411449003565954,0.0,-2.25858040700976,-0.6794041343378349,-0.8452851669227175,0.0,-0.7815378040546673,0.19527364752838142,-0.5706750926223904,0.0,-1.7164588473600775,0.017668609915911737,-0.9311064542753157,0.0,-2.160032045020162,-0.16580613451765902,-1.0136323344520095,0.0,-2.2329275429334148,-0.289064154820333,-0.9407252734715149,0.0
